timestamp,city,temperature,light,airquality_raw,sound,humidity,dust
2015-02-20T06:00:00.000Z,San Francisco,17.1458506982874,0.116839313136954,22.5981925294002,1560.10105730469,61.2492663575675,971.615209387926
2015-02-20T12:00:00.000Z,San Francisco,17.0489197396168,329.689393825051,26.0245097777044,1597.57300528577,62.7218773223832,1084.783826445
2015-02-20T18:00:00.000Z,San Francisco,23.3036534358869,3801.03928383044,27.1497049118355,1677.7349126539,44.2668696381473,1101.95387707163
2015-02-21T00:00:00.000Z,San Francisco,20.2459942607621,358.54884751689,27.3429895203295,1651.11443629176,51.3267342350085,899.550505621224
2015-02-21T06:00:00.000Z,San Francisco,17.4260614056374,0.237167035830741,30.7129870825043,1595.62090009876,59.3334222967211,1009.31256168752
2015-02-21T12:00:00.000Z,San Francisco,16.6267469730495,737.108400537495,29.0268664607432,1608.21058733586,61.5245946077008,1309.87184547259
2015-02-21T18:00:00.000Z,San Francisco,22.7121930567559,4089.28447105593,23.6008385517393,1666.58698595763,39.5576975517334,984.305304669415
2015-02-22T00:00:00.000Z,San Francisco,17.8892853638385,367.651411716301,22.6454815174849,1607.31642109129,55.1503168689908,921.978635538832
2015-02-22T06:00:00.000Z,San Francisco,16.6361223883076,0.8816687692739,24.7750406638512,1569.34369664967,57.6857135330821,864.593275135311
2015-02-22T12:00:00.000Z,San Francisco,16.2833019336934,889.913519475247,22.3565034263523,1573.03149474831,52.8964646327532,891.809965991808
2015-02-22T18:00:00.000Z,San Francisco,22.1012071496802,4107.05039539298,17.2569409594911,1640.03065477054,21.6712956568662,927.802215154887
2015-02-23T00:00:00.000Z,San Francisco,20.162226798845,372.354849206335,16.6530781619292,1589.38325269602,20.3753074129924,785.370736185795
2015-02-23T06:00:00.000Z,San Francisco,17.0027963106354,0.0461948775344821,14.8662077960847,1623.45291409648,19.0966784694532,853.147857194356
2015-02-23T12:00:00.000Z,San Francisco,15.833650348664,878.127411077557,13.9966288071346,1612.70125947886,16.2451438220803,860.637048838906
2015-02-23T18:00:00.000Z,San Francisco,21.2647155062793,4046.82600540849,15.7613448262054,1661.39158251771,13.8659532245935,1093.85055146343
2015-02-24T00:00:00.000Z,San Francisco,19.3401447317106,374.811887308371,17.6590454673933,1621.61216793621,17.4823831640676,1036.75588626219
2015-02-24T06:00:00.000Z,San Francisco,16.592555526427,0.251211807092974,17.6752773392833,1562.43282891771,19.2812281718227,973.294020556592
2015-02-24T12:00:00.000Z,San Francisco,15.8147871609099,920.422013540643,23.4413828829423,1561.72150893399,31.5469629975431,976.443652697726
2015-02-24T18:00:00.000Z,San Francisco,23.0810678445061,4123.29695546473,22.3483427373127,1607.49419753954,26.6215260207102,1106.32449300748
2015-02-25T00:00:00.000Z,San Francisco,18.0515509564364,382.371512910321,23.3373241656325,1608.72335593204,50.3528934657918,1068.55402143578
2015-02-25T06:00:00.000Z,San Francisco,16.4332818889657,0.128564395976983,23.3383278913441,1553.68064327133,57.5285484808267,1160.54254417185
2015-02-25T12:00:00.000Z,San Francisco,16.8883794935988,854.390472117888,25.1434222862242,1564.36688550353,54.7287985601911,1103.47257874027
2015-02-25T18:00:00.000Z,San Francisco,22.812900579832,3899.59869189042,23.9171059370269,1645.03484119805,36.0518874584874,1194.26967922878
2015-02-26T00:00:00.000Z,San Francisco,18.6454805071358,386.486010192912,24.5969171770669,1625.99230377713,51.761892594716,1391.56956113015
2015-02-26T06:00:00.000Z,San Francisco,17.0443158349437,0.387846797568283,25.1591907726461,1620.17887698421,60.1137676417783,1231.71249498547
2015-02-26T12:00:00.000Z,San Francisco,17.4140569275739,872.17061468067,28.0008701852873,1605.41608376027,57.8796982074552,1193.59188176632
2015-02-26T18:00:00.000Z,San Francisco,23.9564231789993,4587.59124321088,24.3714399415024,1670.24254614697,38.748654679944,1257.73695859961
